candidate_key,geometry,geometry_deg,provenance,population_valid,finite_valid,population_loss,finite_risk,projective_separation_deg,allowance_percent,L_max,R_max,feasible,is_fixed_input,search_performed,selection_evaluated,selection_A_full_h,selection_passes,selection_source,validation_evaluated,validation_A_full_h,validation_passes,validation_source
"[0.40294027427553375,1.2053392262704312]","[0.40294027427553375,1.2053392262704312]","[23.0867771118319,69.06085054685987]","[""fixed_corrected_0p5""]",True,True,0.0687593710939516,0.06621188562919098,45.97407343502797,0.5,0.0692360118546043,0.0665166654046016,True,True,False,True,27.573950551159513,True,accepted_isolated_corrected_0p5_rerun,True,26.618645891833523,True,new_corrected_nested_sweep_evaluation
