design,theta1_deg,theta2_deg,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,23.384916042773806,67.95178709555886,0.06873601185460496,0.06618573674323255,2.683401863628359,298.49823341082447,0.06581583882871425,314.057843804677,1.0
law,23.384916042773806,67.95178709555886,0.06873601185460496,0.06618573674323255,2.683401863628359,298.49823341082447,0.06581583882871425,314.057843804677,1.0
tangent,24.4396101612893,67.28087702977595,0.06876124416741289,0.06615899328533353,2.5437031803085777,325.93544390653074,0.06580547335360855,343.9159401951183,1.0
full,23.26405625622187,71.72393810240928,0.06898030681792525,0.06636255461131962,3.1203683771727713,268.92938321347714,0.0659873159936406,288.7691093692418,1.0
