seed,method,resample,generation_seed,oracle_seed,mmd2,maximum_moment_error,generated_q4_change,generation_minus_tv,generation_plus_tv,oracle_minus_tv,oracle_plus_tv
403,fiber_aware,16,40340016,40350016,0.01119086989034726,0.01314918789262288,0.5997198581024208,0.41245133281400853,0.3570863340555177,0.09582914543650381,0.08980359774650251
403,fiber_aware,17,40340017,40350017,0.014161875908521332,0.01533586702883966,0.6201866761429105,0.394722302548017,0.334564358269906,0.09853654962853307,0.09075432742490835
403,fiber_aware,18,40340018,40350018,0.0078031464871285705,0.01187465491888606,0.595400457638513,0.3884802934497848,0.428808280717711,0.1005286322233801,0.10393050138797577
403,fiber_aware,19,40340019,40350019,0.011488058328738698,0.014024030328654047,0.62081796709057,0.37573828111151286,0.34734501018894826,0.09406986759245718,0.11210518916949931
404,geometric_sinkhorn,0,34404,35404,0.02443220074013633,0.02710299846752348,0.6273443280273349,0.405627269444234,0.40141327707517677,0.10280666867619045,0.09399519940688775
404,geometric_sinkhorn,1,40440001,40450001,0.03002470647336422,0.02921806869265753,0.6343809176183965,0.3683390387352834,0.41253507517925925,0.07995869168725506,0.12162349930283219
404,geometric_sinkhorn,2,40440002,40450002,0.013302504973495083,0.016534569010285646,0.6234949108854871,0.366160197679822,0.38949660892673554,0.09261053005588654,0.10203719277156209
404,geometric_sinkhorn,3,40440003,40450003,0.02976488264169347,0.024729304933286404,0.6081518200421082,0.4460021395239818,0.37675092416391004,0.09410948433814958,0.0895237102704994
404,geometric_sinkhorn,4,40440004,40450004,0.01904655780962919,0.0236075665586665,0.6232697156659733,0.4007289984669925,0.4105783390966865,0.09997432275483317,0.10072486533576469
404,geometric_sinkhorn,5,40440005,40450005,0.03422032497839306,0.037003035473419606,0.6178154552751562,0.43131985100511655,0.39756666822626296,0.09451984831702814,0.08661988519640255
404,geometric_sinkhorn,6,40440006,40450006,0.018148448235978637,0.024863619594151266,0.6289940403509551,0.39144994121246,0.34177411790831025,0.08821912814227831,0.09192493438563035
404,geometric_sinkhorn,7,40440007,40450007,0.01613328015122742,0.01999046860797549,0.6157415830619055,0.4305219759829825,0.3505877791459724,0.09251330703003692,0.09450096737194996
404,geometric_sinkhorn,8,40440008,40450008,0.0221918341659349,0.02765574961186576,0.6137631438804226,0.4344111209274305,0.36252199002102914,0.0984967060524111,0.09295216283607102
404,geometric_sinkhorn,9,40440009,40450009,0.01808972644484677,0.02463186271435027,0.6129521286845028,0.37283450569138255,0.4724777595306888,0.09737223210315928,0.0826444307753626
404,geometric_sinkhorn,10,40440010,40450010,0.01906683281645921,0.027439505924229925,0.63165617955144,0.3929552080293522,0.3435912864896902,0.09626914106111624,0.10280949799513232
404,geometric_sinkhorn,11,40440011,40450011,0.005440781433519171,0.013601391854741273,0.5978488233414481,0.37904626973857686,0.39847085563361195,0.08652754650948298,0.10209500347625436
404,geometric_sinkhorn,12,40440012,40450012,0.021101773626430537,0.02326981531497991,0.5906668437862049,0.3774470717865135,0.3608527481492571,0.10054156046398419,0.0892936677405107
404,geometric_sinkhorn,13,40440013,40450013,0.03020212906445907,0.026093340518270825,0.6125522517385186,0.3479202583158281,0.3659466282178998,0.0873333025406503,0.09535869634314881
