design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0677735876295482, 0.3888497650780996, 0.44663968502596, 0.76, 1.76, 0.24, 0.25441635922828076, 0.5769221025462452]","[[1.0677735876295482, 0.3888497650780996], [0.44663968502596, 0.76], [1.76, 0.24], [0.25441635922828076, 0.5769221025462452]]",0.03773928370170817,0.038402391624562666,0.45517604586167426,3.9600073457070386,0.03842558332602178,3.8171099835842135,1.0
law,"[1.0774891212832711, 0.3889629313939575, 0.4797984550873975, 0.76, 1.76, 0.24, 0.25733609301333177, 0.6029558273745433]","[[1.0774891212832711, 0.3889629313939575], [0.4797984550873975, 0.76], [1.76, 0.24], [0.25733609301333177, 0.6029558273745433]]",0.03795784907614666,0.038387442011195885,0.44776052467258703,3.4586342595308466,0.038378376916791544,3.3629175360004977,1.0
tangent,"[1.0809403444241286, 0.40027255685467733, 0.47465923215383976, 0.76, 1.7538024439949058, 0.24, 0.26983904594909885, 0.58384322182209]","[[1.0809403444241286, 0.40027255685467733], [0.47465923215383976, 0.76], [1.7538024439949058, 0.24], [0.26983904594909885, 0.58384322182209]]",0.03798620661747449,0.03855528783060068,0.4408390660004122,3.8575656592271397,0.038556102035668796,3.791754734379879,1.0
full,"[1.0607532777326243, 0.3779189889963649, 0.46109485085324287, 0.76, 1.76, 0.24, 0.24718765961784317, 0.6061867209567204]","[[1.0607532777326243, 0.3779189889963649], [0.46109485085324287, 0.76], [1.76, 0.24], [0.24718765961784317, 0.6061867209567204]]",0.03798506129569788,0.03852966325508828,0.44344232504904335,3.1764620477789234,0.03852709589729521,3.09412595878792,1.0
