design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0677735876295482, 0.3888497650780996, 0.44663968502596, 0.76, 1.76, 0.24, 0.25441635922828076, 0.5769221025462452]","[[1.0677735876295482, 0.3888497650780996], [0.44663968502596, 0.76], [1.76, 0.24], [0.25441635922828076, 0.5769221025462452]]",0.037739283701708176,inf,inf,inf,0.03810011485061344,3.424600415100179,0.03125
law,"[0.6540677838278895, 0.24, 1.1197277611642917, 0.4604207187574121, 0.24, 0.6080423525096899, 1.76, 0.76]","[[0.6540677838278895, 0.24], [1.1197277611642917, 0.4604207187574121], [0.24, 0.6080423525096899], [1.76, 0.76]]",0.04156640538250849,0.04114964634741669,0.3468979126559291,5.550561742049812,0.04090991229070911,5.316723121288878,0.9375
tangent,"[0.6794195546826644, 0.24, 1.0940721054752602, 0.4345688529757458, 0.24, 0.6067072449442504, 1.76, 0.76]","[[0.6794195546826644, 0.24], [1.0940721054752602, 0.4345688529757458], [0.24, 0.6067072449442504], [1.76, 0.76]]",0.0415032719038753,0.04156797134557182,0.3380484450947259,5.439510358017963,0.041337305180739144,5.215870736629468,0.953125
full,"[0.6382148484039356, 0.24, 1.1053483449574635, 0.4735107860808838, 0.24, 0.6000332066689015, 1.76, 0.76]","[[0.6382148484039356, 0.24], [1.1053483449574635, 0.4735107860808838], [0.24, 0.6000332066689015], [1.76, 0.76]]",0.0417893432988791,0.0413575913422275,0.3453512847043596,4.779380774057825,0.041090015634823465,4.571927160214321,0.953125
