design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0677735876295482, 0.3888497650780996, 0.44663968502595996, 0.76, 1.76, 0.24, 0.25441635922828076, 0.5769221025462452]","[[1.0677735876295482, 0.3888497650780996], [0.44663968502595996, 0.76], [1.76, 0.24], [0.25441635922828076, 0.5769221025462452]]",0.037739283701708176,0.038402391624630564,0.45517604586180155,9.04139983349412,0.03842558332600608,8.85580117125236,1.0
law,"[1.077489121283271, 0.3889629313939575, 0.47979845508739744, 0.76, 1.76, 0.24, 0.2573360930133317, 0.6029558273745432]","[[1.077489121283271, 0.3889629313939575], [0.47979845508739744, 0.76], [1.76, 0.24], [0.2573360930133317, 0.6029558273745432]]",0.03795784907614666,0.038387442011195885,0.4477605246672405,8.11340982349474,0.03837837691683195,21.037209814549456,1.0
tangent,"[1.0544485259659548, 0.39014881126645495, 0.4518302121299058, 0.7486302446169791, 1.76, 0.24, 0.26200407904762774, 0.5778474299245894]","[[1.0544485259659548, 0.39014881126645495], [0.4518302121299058, 0.7486302446169791], [1.76, 0.24], [0.26200407904762774, 0.5778474299245894]]",0.03795574703717669,0.03872705737586991,0.4307643098270788,8.037191542600334,0.038728884646113404,7.952424958284105,1.0
full,"[1.0548735620183505, 0.40254903114931073, 0.47001144928369853, 0.76, 1.76, 0.24, 0.24, 0.6108855638010898]","[[1.0548735620183505, 0.40254903114931073], [0.47001144928369853, 0.76], [1.76, 0.24], [0.24, 0.6108855638010898]]",0.038212161961125105,0.03874016580149014,0.4374615264043517,6.688759712348662,0.038725192596936873,8.589732423370686,1.0
