design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.067773587629548, 0.38884976507809965, 0.4466396850259601, 0.76, 1.76, 0.24, 0.25441635922828076, 0.5769221025462452]","[[1.067773587629548, 0.38884976507809965], [0.4466396850259601, 0.76], [1.76, 0.24], [0.25441635922828076, 0.5769221025462452]]",0.03773928370170816,inf,inf,inf,0.03810011485061344,3.4246004150940177,0.03125
law,"[0.6540677838278895, 0.24, 1.1197277611642917, 0.4604207187574121, 0.24, 0.6080423525096899, 1.76, 0.76]","[[0.6540677838278895, 0.24], [1.1197277611642917, 0.4604207187574121], [0.24, 0.6080423525096899], [1.76, 0.76]]",0.0415664053825085,0.04114964634741669,0.3468979126559291,5.550561742001562,0.0409099122907091,5.3167231212949275,0.9375
tangent,"[0.6289627487388036, 0.24, 1.0988818449887365, 0.45967155404408805, 0.26143563853603835, 0.6250471537558694, 1.76, 0.76]","[[0.6289627487388036, 0.24], [1.0988818449887365, 0.45967155404408805], [0.26143563853603835, 0.6250471537558694], [1.76, 0.76]]",0.04263081536847099,0.04188900427216399,0.32584492227849143,4.936056644691108,0.04161930583791145,4.716409925425554,0.953125
full,"[0.6382148484039356, 0.24, 1.1053483449574635, 0.4735107860808838, 0.24, 0.6000332066689015, 1.76, 0.76]","[[0.6382148484039356, 0.24], [1.1053483449574635, 0.4735107860808838], [0.24, 0.6000332066689015], [1.76, 0.76]]",0.0417893432988791,0.0413575913422275,0.3453512847043596,4.779380774001369,0.041090015634823465,4.571927160200567,0.953125
