t,bank_seed,bank_count,converged,convergence_reason,iterations,maximum_standardized_residual,ess_fraction,maximum_weight,lambda_norm,covariance_rank,covariance_condition,projection_kl_distortion,hidden_shift_l2,standardization_roundtrip_error
0.1,33000,4096,True,residual_tolerance,11,5.329070518200751e-15,0.008301972167095648,0.036614102509345714,59.880365487195746,2,9264.170949019031,4.600021869734009,0.07961779564088815,0.0
0.2,33001,4096,False,line_search_failed,4,0.6545991901828834,0.00537109375,0.045454545454545456,36017788.767210655,1,1.0,5.226723713361028,0.04385669749515144,1.734723475976807e-18
0.30000000000000004,33002,4096,False,diverging_multiplier_boundary_target,3,0.8394470110946628,0.002197265625,0.1111111111111111,1.5715739457849266e+26,0,inf,6.120541589383123,0.06644034955813248,0.0
0.4,33003,4096,False,line_search_failed,4,4.731925248419625,0.000244140625,1.0,8587072349.857489,0,inf,8.317766166719343,0.17016555646637402,1.734723475976807e-18
0.5,33004,4096,False,line_search_failed,4,5.916995521503362,0.00048828125,0.5,108225.67906087525,0,inf,7.6246189861593985,0.26656159384069644,1.734723475976807e-18
0.6,33005,4096,False,line_search_failed,5,6.07948248527563,0.00048828125,0.5,1046724.5761844891,0,inf,7.6246189861593985,0.32120543965204335,3.469446951953614e-18
0.7000000000000001,33006,4096,True,residual_tolerance,7,1.525890525044815e-11,0.0030415373087534663,0.23467413660158357,11.023300802622533,2,525.0172386723734,4.389070059511754,0.2579233695702774,1.3877787807814457e-17
0.8,33007,4096,True,residual_tolerance,6,2.220446049250313e-15,0.028359081167602298,0.02632961772466691,4.783892710597944,2,94.21260215564531,1.9591923703797625,0.12236862837941272,1.3877787807814457e-17
0.9,33008,4096,True,residual_tolerance,5,9.547918011776346e-15,0.20658570537443183,0.0072099486531837,2.2383689066579353,2,74.60568033951313,0.5310115311039614,0.0368066007439832,1.3877787807814457e-17
