design,theta1_deg,theta2_deg,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,23.384916042773806,67.95178709555886,0.0687360118546049,0.0661857367432325,2.68340186362836,298.4982333773062,0.06581583882871417,314.0578437734785,1.0
law,23.384916042773806,67.95178709555886,0.0687360118546049,0.0661857367432325,2.68340186362836,298.4982333773062,0.06581583882871417,314.0578437734785,1.0
tangent,25.16565789696815,64.14644518655783,0.06900219253291959,0.06637372448756648,2.2599437172920713,353.06660285647774,0.06604506801834417,368.00849810826094,1.0
full,21.218481145575826,68.84605992792198,0.06883140342261411,0.06639764180894764,2.9709059038438355,245.94338245499486,0.06599171970905887,255.79389630657306,1.0
