objective,model_seed,evaluation_seed,strength,normalized_strength,tangent_local_mmd,tangent_rollout_mmd,mfsi_rollout_mmd,velocity_gap,angular_error,min_ess,mean_ess,max_moment_error,mean_projection_distortion,mean_lambda_norm
info,20260810,20300810,0.4950773022184465,0.958671700219124,0.08904277561700363,0.12493108127117981,0.1037616440194512,0.9069224587304172,0.0488313481795228,0.2587249391956848,0.6373457798358109,0.0015291021406119557,0.24609432049473887,0.58856221233672
info,20260810,20300811,0.4950773022184465,0.958671700219124,0.09097452960394273,0.08903853143359457,0.07178458785298823,0.8942486585943752,0.06658884947336076,0.2566131684115949,0.6337115377935286,0.0015291021406123328,0.24327217520460423,0.5819699661967161
info,20260810,20300812,0.4950773022184465,0.958671700219124,0.09271368807286091,0.08479190736744348,0.08056668966890351,0.900476467140928,0.06925738818528056,0.29283509449375056,0.6391111240660592,0.0015291021406121836,0.24417726153805056,0.5868863029769616
info,20260810,20300813,0.4950773022184465,0.958671700219124,0.08056076722002804,0.12152076623964164,0.10427944233279322,0.9079960444874138,0.0521882719109882,0.26790243396260155,0.6359573990127021,0.001529102140612024,0.2434606500651056,0.5643835534556464
info,20260810,20300814,0.4950773022184465,0.958671700219124,0.08091154051652127,0.08256917249856169,0.08824795898761402,0.9001566078941589,0.04741740601154048,0.28985659618348825,0.6392999518869533,0.0015291021406121212,0.25071035614182957,0.6069169839812101
info,20260810,20300815,0.4950773022184465,0.958671700219124,0.08155935340838585,0.0732693406395886,0.0744488245170488,0.8944722289221634,0.057332506460532055,0.29078110601830914,0.644176915574074,0.0015291021406116355,0.23918990091703746,0.5740522880238427
info,20260810,20300816,0.4950773022184465,0.958671700219124,0.08163184235859443,0.1038562937158367,0.07665214667060917,0.900676445142391,0.054390143975231724,0.26737183338662557,0.6407408970008941,0.0015291021406123814,0.250239347299973,0.5923845526887446
info,20260810,20300817,0.4950773022184465,0.958671700219124,0.08273776582066344,0.10971428453013299,0.07966035827694043,0.9010261091719065,0.057704660577465094,0.2865723617411614,0.6343821863058654,0.0015291021406118551,0.2568532780711391,0.6029032740686857
info,20260810,20300818,0.4950773022184465,0.958671700219124,0.09055620827842173,0.12892486786914073,0.08998221813093904,0.9044532832419956,0.0586806716698302,0.3134204864680253,0.6530145160252256,0.0015291021406121836,0.2374725227873009,0.5769763754568698
info,20260810,20300819,0.4950773022184465,0.958671700219124,0.06670113139877111,0.10228663515945575,0.08055612990752338,0.9024596181238822,0.03977317605678727,0.2801759243351312,0.6379693577819864,0.0015291021406122992,0.24978467927756665,0.5903217042054442
info,20260811,20300810,0.5114305978522361,0.9908661909597595,0.08758291121621484,0.1013056859558049,0.08341822944707372,0.3064944672677734,0.04516603335828282,0.2671469690110787,0.6353645254383959,0.0012451627451813881,0.25811501781209045,0.6056936605390771
info,20260811,20300811,0.5114305978522361,0.9908661909597595,0.0927794156342364,0.07796024975425843,0.07826729230172634,0.30737032523491503,0.057051122168106046,0.2807103168038032,0.6339908101661502,0.001245162745181794,0.2521532598137027,0.5933179794445242
info,20260811,20300812,0.5114305978522361,0.9908661909597595,0.09212880212044183,0.09083778918047748,0.08650580055502294,0.3094372970881465,0.08532179912429914,0.259453472843635,0.6293647699755991,0.001245162745182019,0.25101236515299014,0.5876304349973186
info,20260811,20300813,0.5114305978522361,0.9908661909597595,0.07796254723157069,0.09074360929007981,0.11116399431708186,0.3216582205587119,0.05029182341448286,0.24909525286914821,0.6263905370131827,0.0012451627451814783,0.25223305804547747,0.5763332771478995
info,20260811,20300814,0.5114305978522361,0.9908661909597595,0.0745489766706818,0.09233604180691561,0.07085646220189794,0.3047089655930527,0.04140764821935289,0.2914353820172596,0.6368613515498328,0.0012451627451810776,0.25722689188530734,0.6124674777842929
info,20260811,20300815,0.5114305978522361,0.9908661909597595,0.07239257935638274,0.07791181987614741,0.07138518160640157,0.30794857091574324,0.06901255407746042,0.2957336885390414,0.6421163803049452,0.001245162745180601,0.2438691445613325,0.5834463744585936
info,20260811,20300816,0.5114305978522361,0.9908661909597595,0.08098620232025133,0.08869269551028795,0.07144165310923802,0.3040711001327665,0.05320668454195709,0.26897724514301385,0.6344719647088065,0.001245162745181215,0.2634321550088749,0.6218568090485573
info,20260811,20300817,0.5114305978522361,0.9908661909597595,0.08970994286455641,0.07948742244909161,0.07712305796339404,0.312803550909106,0.05122915922129336,0.2730130153162324,0.625138094993121,0.0012451627451812498,0.26579206456793136,0.6130321213639219
info,20260811,20300818,0.5114305978522361,0.9908661909597595,0.09618757445003068,0.09520112417607147,0.09877459533978845,0.31002642010530296,0.05922948879634404,0.2972755535061327,0.6476798122472579,0.0012451627451808903,0.24502093145648374,0.5858013800941565
info,20260811,20300819,0.5114305978522361,0.9908661909597595,0.07491404846909519,0.08114264372968195,0.07221566407502208,0.3168307882430381,0.07031238621390817,0.256700789936096,0.6224378481136817,0.0012451627451815668,0.25823662604678593,0.5970986242945823
info,20260812,20300810,0.5049713532172867,0.9790155408464237,0.07899468816947941,0.10093807736911058,0.08024780423200355,0.39963316539992055,0.0613817173536132,0.2711859352102344,0.639176107398228,0.0017085545523005709,0.2536918477745588,0.5940554814816404
info,20260812,20300811,0.5049713532172867,0.9790155408464237,0.09308199483906303,0.08686051025097143,0.08254642903147867,0.40987916486053666,0.06948605422355335,0.2854597570659326,0.6360722595641025,0.0017085545523011496,0.2501179758080909,0.5914040884045106
info,20260812,20300812,0.5049713532172867,0.9790155408464237,0.08146903987186553,0.10228769755671736,0.08892340112728825,0.4032467620929997,0.1045003732895707,0.25925211018849686,0.6329204922055386,0.0017085545523007153,0.24724894245152992,0.5851217112066317
info,20260812,20300813,0.5049713532172867,0.9790155408464237,0.07574756373017222,0.09301278208186352,0.10042331312811287,0.40655794515561355,0.06902209148649695,0.24855996847488931,0.6301759035257563,0.0017085545522999665,0.2496256802429956,0.573299491390082
info,20260812,20300814,0.5049713532172867,0.9790155408464237,0.07361687869417488,0.10927864227267413,0.08749149150629858,0.40476928968983145,0.06804302237937555,0.2941052053882434,0.6392634971597655,0.0017085545523011572,0.2504986958413983,0.6023250681303761
info,20260812,20300815,0.5049713532172867,0.9790155408464237,0.07529837318839333,0.09112157697331917,0.07623898235000555,0.40767840850636033,0.08167430588545692,0.30934646313190206,0.644792459225911,0.0017085545522996675,0.23744605549986555,0.5732431146516676
info,20260812,20300816,0.5049713532172867,0.9790155408464237,0.08588460569772308,0.09297495901028935,0.07452664615545063,0.40232888200505634,0.0631222904659293,0.2753389436318028,0.6351866271051065,0.0017085545523010935,0.26148010002543526,0.615801973063127
info,20260812,20300817,0.5049713532172867,0.9790155408464237,0.0881453012468522,0.07799937069510447,0.06689190428422671,0.406906780981341,0.05769637571216666,0.27142009726340527,0.6269827029557914,0.0017085545522996168,0.2612443289056311,0.6052366050585802
info,20260812,20300818,0.5049713532172867,0.9790155408464237,0.0908187297003112,0.07298259236691991,0.0824629319023782,0.40498484203207963,0.08123336630105292,0.2953853588440649,0.6491606936817592,0.0017085545523013745,0.23976569293803504,0.5731063695771672
info,20260812,20300819,0.5049713532172867,0.9790155408464237,0.07469855551714444,0.09006368872037561,0.07334576502611369,0.4095408415074264,0.08481176321329394,0.2561432967820313,0.6271807426171003,0.0017085545523023529,0.25561451247960026,0.5956541191906763
info,20260813,20300810,0.19951612842224747,0.3881573519618101,0.06618796548268707,0.13770828724929837,0.1369253544107924,0.4186976168459423,0.03794161926512732,0.49329162186434794,0.7790024527495994,0.001748564641129589,0.11106327081718959,0.42036109853639364
info,20260813,20300811,0.19951612842224747,0.3881573519618101,0.07709714502354659,0.12779465782735477,0.12715600662981907,0.4134482403822233,0.054979349663944244,0.5350497738353462,0.7825110555920715,0.001748564641129935,0.10984729759857581,0.41896916389488154
info,20260813,20300812,0.19951612842224747,0.3881573519618101,0.07563518641343352,0.13212684029176006,0.13144268137304407,0.4153799688618475,0.051984999529314756,0.5262934229491741,0.780999558662309,0.001748564641129666,0.10738762058999396,0.4061709986152285
info,20260813,20300813,0.19951612842224747,0.3881573519618101,0.060427829785937553,0.09374614645828538,0.09300097359192479,0.41089663031136736,0.04583359978404439,0.49887189436870805,0.7804637052695735,0.0017485646411291935,0.11180505986489657,0.41845963327487035
info,20260813,20300814,0.19951612842224747,0.3881573519618101,0.05742012703229989,0.11963327773205083,0.11869444663269536,0.4146803137025017,0.020306866457468074,0.5512134601765096,0.7828814581923895,0.0017485646411300134,0.11122674486219293,0.43636403489119535
info,20260813,20300815,0.19951612842224747,0.3881573519618101,0.06195173436453155,0.11062644245700332,0.10977705291946648,0.41090263067472926,0.03842689003424138,0.5447067423874837,0.7932684632289566,0.0017485646411291346,0.10630190406845712,0.40870745147420273
info,20260813,20300816,0.19951612842224747,0.3881573519618101,0.06599249567529969,0.11131558143738092,0.1105962139390196,0.4115554212113813,0.03671803511164488,0.4926852564096411,0.7784651874555436,0.0017485646411299401,0.11489734033041368,0.43349496795435194
info,20260813,20300817,0.19951612842224747,0.3881573519618101,0.05425668234232148,0.11980884136689818,0.11908702865112704,0.4163324459607688,0.04018369422031565,0.47599950045666,0.7748257577955362,0.0017485646411290016,0.11845582547647367,0.43505753404304526
info,20260813,20300818,0.19951612842224747,0.3881573519618101,0.07294664449889111,0.13143619784322205,0.1306897868945162,0.41770666594002,0.04317570339858609,0.5234735935377584,0.7905474938088008,0.0017485646411301487,0.10569212357164912,0.40910019793095415
info,20260813,20300819,0.19951612842224747,0.3881573519618101,0.05609413260401471,0.1141427373380982,0.11346549651355416,0.4175629645748658,0.0454264772987103,0.4983633993241579,0.7733015775472296,0.001748564641130735,0.11319007399469887,0.4201220345006975
info,20260814,20300810,0.1341618964061991,0.2611360667160319,0.05902051200270424,0.14322014078653963,0.08404662239576359,1.1101482126588182,0.10985127845269105,0.6634905807036778,0.8567142620744992,0.0016791256295104612,0.07676281675369587,0.36789341874592585
info,20260814,20300811,0.1341618964061991,0.2611360667160319,0.06775586598666275,0.13733291196232367,0.07151639763626959,1.0901211064526841,0.0847590469543041,0.6970099718145765,0.8592802995730343,0.0016791256295112082,0.07474972390948532,0.3671391926804419
info,20260814,20300812,0.1341618964061991,0.2611360667160319,0.06151701167309361,0.14490085235864558,0.07447430486847408,1.0893323755171602,0.10897199915730076,0.6839626523028562,0.8593410402624617,0.0016791256295115493,0.0736876110846984,0.355967046017997
info,20260814,20300813,0.1341618964061991,0.2611360667160319,0.05503546629288815,0.10509292904050953,0.08177356496193063,1.062039875677941,0.10778912986140353,0.6490220930839148,0.8557470530149006,0.0016791256295104634,0.07689495521365959,0.3642927996381913
info,20260814,20300814,0.1341618964061991,0.2611360667160319,0.052472900274036095,0.13334645801853143,0.053815586101023764,1.0881223791664396,0.09965224087251538,0.7012267368266096,0.8586904204714358,0.0016791256295098228,0.07575622885506142,0.37271048178685917
info,20260814,20300815,0.1341618964061991,0.2611360667160319,0.05526763012408788,0.11529832631453414,0.06840587387334592,1.1059571901672904,0.1052464320470732,0.6855698131151932,0.8663437441389377,0.0016791256295087,0.0707289823564222,0.34921316960545795
info,20260814,20300816,0.1341618964061991,0.2611360667160319,0.06419308682358081,0.1270990656815696,0.0679456673214875,1.0588191924715695,0.12099628075151907,0.6512516739095976,0.8576470444298465,0.0016791256295100852,0.0765586134405985,0.3623959212110566
info,20260814,20300817,0.1341618964061991,0.2611360667160319,0.05094226011303289,0.1460262268341526,0.08385772951056902,1.129732123187977,0.09498610462673172,0.6256608727021558,0.8463223670829937,0.0016791256295098874,0.08318771779287346,0.37959815687649834
