objective,train_geometry,eval_geometry,model_seed,evaluation_seed,strength,normalized_strength,tangent_local_mmd,tangent_rollout_mmd,mfsi_rollout_mmd,velocity_gap,angular_error,min_ess,mean_ess,max_moment_error,mean_projection_distortion,mean_lambda_norm
train_default_eval_smoothstep,default,smoothstep,20260810,20300814,0.021896057723856735,0.06107295145939628,0.04753648507222061,0.061624335867340195,0.053964608245010516,0.13701805950769524,0.036857120517504095,0.8827459229538813,0.9691096582799774,0.0014716473995229976,0.015345096359960581,0.17601200893802882
train_default_eval_smoothstep,default,smoothstep,20260810,20300815,0.021896057723856735,0.06107295145939628,0.053279027788622584,0.05371696428070691,0.047951934510457574,0.13899821504558155,0.0349071116592054,0.8873199653337268,0.96832109891519,0.0014716400850488254,0.015512147555282995,0.17282829252813253
train_default_eval_smoothstep,default,smoothstep,20260810,20300816,0.021896057723856735,0.06107295145939628,0.05564713770682879,0.06316066487319884,0.055527814562823095,0.1406262279136451,0.02935117304652023,0.8913153382262967,0.9711830587088401,0.001471643182719502,0.014345564403154269,0.17421618110077164
train_default_eval_smoothstep,default,smoothstep,20260810,20300817,0.021896057723856735,0.06107295145939628,0.052284854721229956,0.07223491500852064,0.06144326992863672,0.1387348169597843,0.04069415093745759,0.9075700040799929,0.9720605322100662,0.0014716531728720464,0.01368715689762115,0.16739696182653616
train_default_eval_smoothstep,default,smoothstep,20260810,20300818,0.021896057723856735,0.06107295145939628,0.06221539642743662,0.08956641131855375,0.08199027182068937,0.13790591380523384,0.02753250316013865,0.8951386981069339,0.9712052898915898,0.0014716396224059847,0.014358245430315872,0.16892349682415944
train_default_eval_smoothstep,default,smoothstep,20260810,20300819,0.021896057723856735,0.06107295145939628,0.045180646513535025,0.06914609757071778,0.05950171338063686,0.13622718006054585,0.03480865900791053,0.8900419959977501,0.970975224590972,0.0014716443029614637,0.014631655787971076,0.16908475937394318
train_default_eval_cosine,default,cosine,20260810,20300810,0.02104715584603281,0.06537288094225573,0.05819869810804678,0.051777438969106394,0.05957544786245749,0.1386142711845541,0.023604432508810395,0.8952077379240283,0.9718882578545781,0.0014716930317162876,0.013830029660846819,0.17029652464226835
train_default_eval_cosine,default,cosine,20260810,20300811,0.02104715584603281,0.06537288094225573,0.05324483562158018,0.058020712569796816,0.05137935998845531,0.13673578582921989,0.045075653365886544,0.8999730972805599,0.9727018524216999,0.0014717314914419355,0.013689686963374451,0.16751461405872026
train_default_eval_cosine,default,cosine,20260810,20300812,0.02104715584603281,0.06537288094225573,0.05945857115660093,0.05848267432334161,0.05699414382252399,0.13677776444673054,0.04911556586282873,0.8961614903907452,0.9726619632499102,0.001471652421599264,0.013444568077721685,0.16247890020842748
train_default_eval_cosine,default,cosine,20260810,20300813,0.02104715584603281,0.06537288094225573,0.05092024333284167,0.07500916340525142,0.06778151302431003,0.13832039480644268,0.026759234755926963,0.8805669870643569,0.9699454003057987,0.001471689731381426,0.014943118439988754,0.16861500624543188
train_default_eval_cosine,default,cosine,20260810,20300814,0.02104715584603281,0.06537288094225573,0.04738607107241215,0.06092913974157255,0.05328691039002772,0.1372330400948802,0.037707281791082375,0.8827459229538813,0.9700264196663699,0.0014717000251738253,0.01489391256598184,0.17084496967431795
train_default_eval_cosine,default,cosine,20260810,20300815,0.02104715584603281,0.06537288094225573,0.05342979416266586,0.053304625451623955,0.04637966505803696,0.1390906604389195,0.03417629593807565,0.8873199653337266,0.9693275445872397,0.0014716941079443665,0.01501533130950142,0.1679473124059921
train_default_eval_cosine,default,cosine,20260810,20300816,0.02104715584603281,0.06537288094225573,0.055610990193375606,0.06275078036806248,0.05505421223134622,0.14119645435292016,0.029501053362275598,0.8913153382262967,0.972035238881214,0.0014716972201019491,0.013918804741266421,0.1694328424473658
train_default_eval_cosine,default,cosine,20260810,20300817,0.02104715584603281,0.06537288094225573,0.05217607665629906,0.07183932646623363,0.06137104262820683,0.13903710467126387,0.03826986234059348,0.907570004079993,0.9731669664697928,0.0014717071983223172,0.013143936437729806,0.1620086754568315
train_default_eval_cosine,default,cosine,20260810,20300818,0.02104715584603281,0.06537288094225573,0.06224455121267459,0.08852672507035834,0.08105277049503007,0.13819076937393465,0.027036038843172766,0.8951386981069334,0.9721709989896103,0.001471690002798088,0.013880785689675601,0.1638958177361647
train_default_eval_cosine,default,cosine,20260810,20300819,0.02104715584603281,0.06537288094225573,0.04510541586028671,0.06850247779297745,0.05881071663474647,0.13634875047350292,0.03358789136945881,0.8900419959977501,0.9718317115626723,0.0014716990083243086,0.014206148997807203,0.1643922552363482
train_smoothstep_eval_default,smoothstep,default,20260810,20300810,0.031180028485518523,0.059103821940686946,0.05717677852620377,0.05043981931041271,0.0597404928306233,0.17816214707679776,0.02087092327996375,0.8917881950926889,0.9567235327926878,0.0013942106453085842,0.021169271158776988,0.22792874323715528
train_smoothstep_eval_default,smoothstep,default,20260810,20300811,0.031180028485518523,0.059103821940686946,0.05538588220965293,0.06556728732990379,0.05098372794816969,0.17360132432656916,0.05439671635629867,0.8981816770785513,0.9593198400953591,0.0013942646387981362,0.020076826165229364,0.21717776838912622
train_smoothstep_eval_default,smoothstep,default,20260810,20300812,0.031180028485518523,0.059103821940686946,0.06107252239378668,0.06619677023934945,0.06099175532397704,0.17574581791354174,0.053234875265738446,0.8928966072260294,0.9593555043071402,0.0013941681923875838,0.019866178979910963,0.21424140661167854
train_smoothstep_eval_default,smoothstep,default,20260810,20300813,0.031180028485518523,0.059103821940686946,0.05162458298067007,0.07928620646763958,0.06969093000807017,0.17656743825705565,0.02267469540197646,0.8759213718279406,0.9565194644727457,0.0013942022538345825,0.021408652768316456,0.21994928546211776
train_smoothstep_eval_default,smoothstep,default,20260810,20300814,0.031180028485518523,0.059103821940686946,0.0489147448412418,0.07100591456228882,0.06046572313685375,0.17593887076882428,0.0364046338931329,0.8784312126736069,0.9561791245705397,0.001394246150891403,0.021525772855358113,0.22409129236700007
train_smoothstep_eval_default,smoothstep,default,20260810,20300815,0.031180028485518523,0.059103821940686946,0.051376549342365276,0.057593135410655326,0.04964065619043045,0.17753879047953258,0.03981214950607856,0.8812224748803524,0.9547332855741868,0.001394218396681128,0.0221198515056002,0.2187236533621768
train_smoothstep_eval_default,smoothstep,default,20260810,20300816,0.031180028485518523,0.059103821940686946,0.05621033948457356,0.07072962135049161,0.053827367714887275,0.17523469663762134,0.031162062545181685,0.8873322776667293,0.9599760313278859,0.0013942204028481568,0.019773090877347625,0.21689074349117005
train_smoothstep_eval_default,smoothstep,default,20260810,20300817,0.031180028485518523,0.059103821940686946,0.05465878801270841,0.08012682056950086,0.06100030783483459,0.1758863939903807,0.05882106509556561,0.9018572438911335,0.956934826225085,0.0013942124848731242,0.020925014780806137,0.217760508358734
train_smoothstep_eval_default,smoothstep,default,20260810,20300818,0.031180028485518523,0.059103821940686946,0.06172286180728763,0.10218968839556357,0.08301610798756,0.17625241480676088,0.024853675709559226,0.891679199477093,0.9581769575569277,0.0013942420408054785,0.020651621798702068,0.21587470147370774
train_smoothstep_eval_default,smoothstep,default,20260810,20300819,0.031180028485518523,0.059103821940686946,0.046911552722627946,0.07697526948257304,0.06078475180706069,0.17648791233988664,0.03620748028226218,0.8864073292340645,0.95959178062086,0.001394203712525977,0.02009516171650458,0.21147222918985165
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300810,0.023013965773337655,0.06396302122299113,0.05803625802950889,0.05034238169530541,0.05692487095458507,0.11392434605789982,0.022519951519366893,0.8917881950926889,0.9697421386644868,0.0013942021481289338,0.014748591638689931,0.1759920331332244
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300811,0.023013965773337655,0.06396302122299113,0.053641493079966296,0.06091403374188372,0.0524658823201363,0.11200991263462147,0.04836524348536658,0.8981816770785513,0.971020883143862,0.0013942499040984016,0.01438041365795415,0.17115866909213168
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300812,0.023013965773337655,0.06396302122299113,0.059985107545616895,0.060354301066525035,0.05737038074956885,0.11137365668298559,0.045874770627594645,0.8928966072260294,0.970678645267103,0.0013941708173653329,0.014279027667494537,0.16723208188156044
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300813,0.023013965773337655,0.06396302122299113,0.05103644528043277,0.07387528697529665,0.0662629254393365,0.11309399956155478,0.025011310178443182,0.8759213718279406,0.9678522012114122,0.0013942016052214956,0.01584018830246675,0.17305574682529026
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300814,0.023013965773337655,0.06396302122299113,0.047776789306041956,0.06352335081482359,0.055159683599599434,0.11251975622447882,0.0361768822307185,0.8784312126736069,0.9677439063898017,0.0013942255756663028,0.015878907200997078,0.1765744540934505
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300815,0.023013965773337655,0.06396302122299113,0.05316372097698595,0.053487322437242725,0.046044207454887374,0.11422654950504221,0.03293780487318651,0.8812224748803524,0.9666164013464036,0.0013942080223843221,0.016303709261949163,0.17437780427515176
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300816,0.023013965773337655,0.06396302122299113,0.05584585217967067,0.06519174318935879,0.05565299284581848,0.11525937700384978,0.029556192990685824,0.8873322776667293,0.9702447187781125,0.0013942181995558762,0.014679243282514496,0.17334120461920993
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300817,0.023013965773337655,0.06396302122299113,0.05251894536035197,0.075397770027446,0.06278293319519009,0.1137652513357569,0.03899798112806359,0.9018572438911335,0.9702690288978199,0.001394218274636994,0.014445054820195143,0.16856059519014258
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300818,0.023013965773337655,0.06396302122299113,0.06257642391699633,0.09281989200079044,0.08251423264157215,0.11386143363799534,0.02566159386972681,0.891679199477093,0.9700481947738935,0.001394217590252424,0.014810274189209414,0.16934978899160508
train_smoothstep_eval_smoothstep,smoothstep,smoothstep,20260810,20300819,0.023013965773337655,0.06396302122299113,0.0448250852827795,0.07120397209723071,0.06022656586562952,0.112343464541819,0.03248136759049689,0.8864073292340645,0.9699152071255217,0.00139421437307867,0.015005210671654754,0.16859968349096374
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300810,0.022198859305012197,0.07007334099639051,0.058222771286696035,0.050638821231069074,0.0573344022979581,0.11934174888078387,0.022199459376265565,0.8917881950926886,0.9708374146508001,0.0013942599926996823,0.01420734124440846,0.17032937406168208
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300811,0.022198859305012197,0.07007334099639051,0.0535047147253398,0.06050479073323712,0.0521634261516303,0.11751056945221694,0.04491194116471615,0.8981816770785513,0.9720235620129521,0.001394310630626762,0.01389042959059171,0.16618861428456247
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300812,0.022198859305012197,0.07007334099639051,0.05994117088527935,0.05979153602883471,0.056795568284603616,0.11703244223407788,0.04747710380191872,0.8928966072260291,0.9716441691164264,0.0013942268444754415,0.013802196856033533,0.16214720306230385
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300813,0.022198859305012197,0.07007334099639051,0.05097821468658041,0.07329058011431279,0.06537665879054448,0.1183410272794284,0.022836282626459137,0.8759213718279405,0.9688036252049269,0.0013942594018374517,0.015370100188416103,0.16794529341370798
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300814,0.022198859305012197,0.07007334099639051,0.047631580212367186,0.0627947626166284,0.05465133770876492,0.11795058006753553,0.036747925554110966,0.8784312126736069,0.9687085748548178,0.0013942844731085272,0.015407059785531868,0.17143853692408081
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300815,0.022198859305012197,0.07007334099639051,0.05331696556623253,0.05310819189541869,0.045480586092829976,0.11946737829130974,0.035204790178792474,0.8812224748803522,0.9676689970203629,0.0013942670356510468,0.015786787723841192,0.169511639634839
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300816,0.022198859305012197,0.07007334099639051,0.05581202745703052,0.06473592218454781,0.055818660682958654,0.12094121195071054,0.03101231802526733,0.8873322776667293,0.971121415091657,0.0013942784283309706,0.01424408736988538,0.16859658272871542
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300817,0.022198859305012197,0.07007334099639051,0.052416826479251714,0.07492604158386305,0.06287574042096378,0.11948375184440507,0.03824194487768694,0.9018572438911335,0.9714303776025413,0.0013942768835349718,0.013878807916109282,0.16319929335703948
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300818,0.022198859305012197,0.07007334099639051,0.06260180467849435,0.09170792641723673,0.08165550594112449,0.11925256315096255,0.02499185360953463,0.891679199477093,0.9710579202400933,0.0013942748512087572,0.014313996051538064,0.16433613382513484
train_smoothstep_eval_cosine,smoothstep,cosine,20260810,20300819,0.022198859305012197,0.07007334099639051,0.04474935243359526,0.07051163858101557,0.05969220336434813,0.11773895602199277,0.034941126349063545,0.8864073292340647,0.9708040025308321,0.0013942744329018726,0.014566716290374903,0.16395498066263633
train_cosine_eval_default,cosine,default,20260810,20300810,0.03140869503367489,0.05953694330687989,0.05717482958214724,0.0506689142082844,0.058743589275278146,0.17613160655058807,0.021427635776773563,0.889874324440735,0.9559149983392654,0.0013870265906533018,0.02155572231308726,0.23068100742856976
train_cosine_eval_default,cosine,default,20260810,20300811,0.03140869503367489,0.05953694330687989,0.05544226667294175,0.06476366978695534,0.05162129440944028,0.17183917852386,0.05389407992674226,0.8970804525396145,0.9586951409850899,0.001387076585616939,0.02036591612775143,0.2192350409443912
train_cosine_eval_default,cosine,default,20260810,20300812,0.03140869503367489,0.05953694330687989,0.06121268318941468,0.06561113365669365,0.06121795194646478,0.1737980419155229,0.05305534690161049,0.8911829655823453,0.9587097299771106,0.0013869872475965072,0.02016775711975797,0.2165570887454121
train_cosine_eval_default,cosine,default,20260810,20300813,0.03140869503367489,0.05953694330687989,0.05165530251055778,0.07801068780696392,0.06999820229127099,0.17472450933792244,0.022527003191874877,0.8741762343481192,0.9558712492604775,0.0013870194081595452,0.021730155901044844,0.22233935170167368
train_cosine_eval_default,cosine,default,20260810,20300814,0.03140869503367489,0.05953694330687989,0.048951738783414626,0.07070986329682277,0.06070829696992782,0.17391800537120375,0.035891602026763274,0.8768578512650194,0.9554961885968043,0.0013870602642010476,0.021848348723796075,0.226506619492053
train_cosine_eval_default,cosine,default,20260810,20300815,0.03140869503367489,0.05953694330687989,0.051196994101342666,0.0569455123308342,0.050003506160734644,0.17542958877035666,0.0399503634914991,0.8803667081623595,0.9543000068013502,0.0013870357135396826,0.02234328465121207,0.22058371421862738
train_cosine_eval_default,cosine,default,20260810,20300816,0.03140869503367489,0.05953694330687989,0.0562137634648755,0.07021888908573447,0.05462159577317626,0.17336259328960058,0.03146750752352848,0.8856029244676578,0.9592812045524302,0.0013870364162323554,0.0201066230612925,0.21959716710951915
train_cosine_eval_default,cosine,default,20260810,20300817,0.03140869503367489,0.05953694330687989,0.05482192760283805,0.07958718712388542,0.06161389530534789,0.17420114606821638,0.05754513827634545,0.900334536256644,0.956172472870224,0.0013870280730394085,0.021274774133279654,0.2201545138576725
train_cosine_eval_default,cosine,default,20260810,20300818,0.03140869503367489,0.05953694330687989,0.06174451467131422,0.10162219555046743,0.0841529112216836,0.1741518059716285,0.02502694993300099,0.8902607071152127,0.9576211126398008,0.0013870548067361995,0.02091599996802539,0.2178302029523284
train_cosine_eval_default,cosine,default,20260810,20300819,0.03140869503367489,0.05953694330687989,0.04700268564844805,0.07645798917971965,0.0616057917429848,0.17421985050141797,0.036338254715887995,0.8845541336942886,0.9589894480531805,0.0013870210771899532,0.02038766681178058,0.21372184629507868
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300810,0.023176951229133852,0.06426193115222693,0.05801849328690219,0.050483055866680976,0.05677389793557014,0.10927089038644122,0.022586580412845395,0.889874324440735,0.9691983899918803,0.00138702343761512,0.015009767314103492,0.17810206815726307
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300811,0.023176951229133852,0.06426193115222693,0.05366402362689442,0.0603820363417289,0.05243033338091704,0.10734049629812746,0.04833468875753847,0.8970804525396145,0.9706303529267164,0.0013870690373959456,0.014565529665931243,0.17268702297844638
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300812,0.023176951229133852,0.06426193115222693,0.06006627303416388,0.05997438585391418,0.05736262761260563,0.10674996033586463,0.04577769576650518,0.8911829655823453,0.9702216827067611,0.0013869941538784563,0.014491726529577123,0.1689816281838683
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300813,0.023176951229133852,0.06426193115222693,0.0511045684977168,0.07286894007558702,0.06585575998554706,0.10840609705376923,0.024924266419779146,0.8741762343481192,0.9674020725551902,0.001387022101507488,0.016067658187039185,0.17487557936337103
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300814,0.023176951229133852,0.06426193115222693,0.047798402689557665,0.0633827358909258,0.05530328771681223,0.10792082182443735,0.03600049902454396,0.8768578512650194,0.9672589926891506,0.001387045151344209,0.01610870561303912,0.17849378146754682
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300815,0.023176951229133852,0.06426193115222693,0.05298992683441449,0.053049185953833046,0.046066909259938366,0.10944268185223671,0.03225778777451344,0.8803667081623595,0.9663543688789167,0.0013870289585851032,0.016447498531092505,0.17573911997608838
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300816,0.023176951229133852,0.06426193115222693,0.055843553449377026,0.0649217486965136,0.055700683401814,0.11051519329360569,0.029787240337186622,0.8856029244676578,0.9697283073858409,0.0013870393518579612,0.014928278989746382,0.17559665669673294
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300817,0.023176951229133852,0.06426193115222693,0.05267481581771588,0.0749709486603723,0.06293263174006673,0.10899311331864683,0.03862400491448944,0.900334536256644,0.9697625366727213,0.0013870386295039491,0.014679976142429562,0.17041466216592002
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300818,0.023176951229133852,0.06426193115222693,0.06256634147271913,0.09244320756813056,0.08276797347864451,0.10908454177657669,0.025636296387751643,0.8902607071152127,0.9696600869546781,0.001387037405333168,0.014997251381278349,0.17086262582002454
train_cosine_eval_smoothstep,cosine,smoothstep,20260810,20300819,0.023176951229133852,0.06426193115222693,0.04491989563069633,0.07088454474127003,0.06036321294057498,0.10763285018533175,0.03269938466247146,0.8845541336942886,0.969449015821052,0.001387035881433074,0.015234473431171281,0.17042031680356431
train_cosine_eval_cosine,cosine,cosine,20260810,20300810,0.02234806601915417,0.07029844943333573,0.05820396754469273,0.050774375335221195,0.057117507337607364,0.1142094204092501,0.022355779414265458,0.889874324440735,0.9703170492575465,0.0013870792475207936,0.014457365151322557,0.17235585932652636
train_cosine_eval_cosine,cosine,cosine,20260810,20300811,0.02234806601915417,0.07029844943333573,0.053523813433544114,0.06000538134682707,0.052263596849061934,0.1125112525159044,0.04512998608373301,0.8970804525396145,0.9716542656268146,0.0013871277157629057,0.014065872483637295,0.16765003621816435
train_cosine_eval_cosine,cosine,cosine,20260810,20300812,0.02234806601915417,0.07029844943333573,0.06001750399029279,0.059433622826807635,0.05692848025270769,0.11204506012065887,0.04724545797878905,0.8911829655823448,0.9712039667457615,0.0013870484043341836,0.014006859484599777,0.16382347140555
train_cosine_eval_cosine,cosine,cosine,20260810,20300813,0.02234806601915417,0.07029844943333573,0.051048454705661474,0.07231489847273799,0.06485393235563905,0.11333430296950502,0.022988484767009307,0.8741762343481194,0.9683705406637578,0.001387077786183045,0.01558928559038392,0.16968949237504366
train_cosine_eval_cosine,cosine,cosine,20260810,20300814,0.02234806601915417,0.07029844943333573,0.04765267348878061,0.06267055262167022,0.054816351441932164,0.11303580009700677,0.03661712607966735,0.876857851265019,0.9682431942832943,0.0013871019366127613,0.015627649918535533,0.17328761367331283
train_cosine_eval_cosine,cosine,cosine,20260810,20300815,0.02234806601915417,0.07029844943333573,0.053146579363861156,0.052693624764996096,0.045476686715593524,0.11431901706614804,0.03416271368173057,0.8803667081623594,0.9674222253337478,0.0013870859207210627,0.01592324517721238,0.170805558146299
train_cosine_eval_cosine,cosine,cosine,20260810,20300816,0.02234806601915417,0.07029844943333573,0.055811003525805924,0.06449310264381374,0.05588359394220893,0.11587324757730427,0.03114179316418862,0.8856029244676574,0.9706228984511247,0.0013870976094653251,0.01448458259001252,0.1707882978577142
train_cosine_eval_cosine,cosine,cosine,20260810,20300817,0.02234806601915417,0.07029844943333573,0.052569678984295626,0.07450988080836511,0.06325677639770044,0.11430288516153908,0.03773503064765005,0.9003345362566438,0.9709477151900519,0.0013870951058543531,0.014102697189353721,0.16497965061716846
train_cosine_eval_cosine,cosine,cosine,20260810,20300818,0.02234806601915417,0.07029844943333573,0.06258988570808868,0.09135311279691405,0.08221511842701265,0.11416790640175029,0.024884031725277395,0.8902607071152127,0.9706849105233573,0.0013870924729402813,0.014493869654124577,0.16579088402791964
train_cosine_eval_cosine,cosine,cosine,20260810,20300819,0.02234806601915417,0.07029844943333573,0.044841801776031906,0.07021685162323578,0.05993643662787768,0.11263909821424681,0.03464791438301552,0.8845541336942886,0.9703504642345437,0.0013870939244810254,0.014790003408996546,0.16571810656966324
train_default_eval_default,default,default,20260811,20300810,0.028623535501183427,0.055454101331214714,0.056510952403919665,0.07896692748717445,0.06651920117713651,0.07461135856078599,0.03208254418397908,0.8820522929417434,0.9548773532511158,0.0012710744048916045,0.023038928916655047,0.24403230462373462
train_default_eval_default,default,default,20260811,20300811,0.028623535501183427,0.055454101331214714,0.05920396215745422,0.06059660417463727,0.05012962259681444,0.07653877782016931,0.05465679351225916,0.9001843238053738,0.9561344820926735,0.0012710744048913425,0.022329238333464285,0.2415697562419866
train_default_eval_default,default,default,20260811,20300812,0.028623535501183427,0.055454101331214714,0.05808188912788534,0.0699635343963388,0.052927673804607035,0.07394835663803136,0.052134264010900926,0.8877708562578825,0.95787879345307,0.001271074404890987,0.02145080938493707,0.2368819887911633
train_default_eval_default,default,default,20260811,20300813,0.028623535501183427,0.055454101331214714,0.0490777956604996,0.07063227801046547,0.0609816045639762,0.07633484017225317,0.03314997711653018,0.8761629610702042,0.955337159810522,0.0012710744048916342,0.02286416877171068,0.24480792475588023
train_default_eval_default,default,default,20260811,20300814,0.028623535501183427,0.055454101331214714,0.05001400017890917,0.07198357004748278,0.05269720269070496,0.0749233431943688,0.02716209418672688,0.8874366207419438,0.9548214472461549,0.0012710744048921967,0.022988520968152217,0.25267089061453046
train_default_eval_default,default,default,20260811,20300815,0.028623535501183427,0.055454101331214714,0.048880262835314936,0.05717240090644921,0.04912450518589331,0.07461264865268669,0.032588870356526904,0.9101164559920615,0.9632332272777251,0.001271074404892636,0.018714040368125604,0.2233715551497352
train_default_eval_default,default,default,20260811,20300816,0.028623535501183427,0.055454101331214714,0.05662729337208533,0.05942397201325394,0.04929721936198846,0.07489817732191076,0.030898287954252854,0.888988390993128,0.9570718095485408,0.0012710744048922405,0.02191420494628631,0.23856539724838588
train_default_eval_default,default,default,20260811,20300817,0.028623535501183427,0.055454101331214714,0.05390712800365987,0.07708230524612701,0.06005231720909975,0.07505428237530871,0.03928424933056359,0.8896680305362351,0.9544617907996358,0.0012710744048918914,0.02330887575436713,0.24119941531874808
train_default_eval_default,default,default,20260811,20300818,0.028623535501183427,0.055454101331214714,0.06273025485551142,0.08050505614860486,0.07931697435430192,0.07438896286164498,0.038149600838359575,0.9000314995365247,0.9607400139992668,0.0012710744048924476,0.019983395013580263,0.22387590331319288
train_default_eval_default,default,default,20260811,20300819,0.028623535501183427,0.055454101331214714,0.05098143001917246,0.05677581012907806,0.052065605894712375,0.0751821345725641,0.046146812810369954,0.8819446593904725,0.9578155160795285,0.0012710744048914854,0.021493178074852362,0.22863183300799345
