objective,matching_kind,model_seed,evaluation_seed,control_draw,candidate_index,strength,normalized_strength,tangent_local_mmd,tangent_rollout_mmd,mfsi_rollout_mmd,velocity_gap,angular_error,min_ess,mean_ess,max_moment_error,mean_projection_distortion,mean_lambda_norm
strength_matched_random,E1_strength_matched,20260810,20300810,1,13966,0.02968668207261297,0.057460040353042266,0.058298808880748385,0.059188294741462866,0.07440971591313045,0.138028347377155,0.027965071700892474,0.8401008129279215,0.94444032640961,0.0015763524246186415,0.027104548149391845,0.2754567346743332
strength_matched_random,E1_strength_matched,20260810,20300811,1,13966,0.02968668207261297,0.057460040353042266,0.062292023897650546,0.053267669975276426,0.048518502709198726,0.1386220299210739,0.03669560015907769,0.8681425173599521,0.9481227609585169,0.001576352424618572,0.025156558738518547,0.2652167067362722
strength_matched_random,E1_strength_matched,20260810,20300812,1,13966,0.02968668207261297,0.057460040353042266,0.062203002243547946,0.05970721683728369,0.05695093600521916,0.1378631492054705,0.06574923057971248,0.842363510499297,0.9437014798490267,0.0015763524246183715,0.027695170426860465,0.2797352254505875
strength_matched_random,E1_strength_matched,20260810,20300813,1,13966,0.02968668207261297,0.057460040353042266,0.05810028522704379,0.08466283070562801,0.07318855938489453,0.1369406203498853,0.02740699597905422,0.8514881276907992,0.9468682383485396,0.0015763524246188432,0.025888198109554228,0.26957579715855917
strength_matched_random,E1_strength_matched,20260810,20300814,1,13966,0.02968668207261297,0.057460040353042266,0.05528241530620242,0.058454527645524494,0.053942269935615635,0.13709910397288627,0.037387925778921464,0.8533552276201194,0.9473956414249898,0.0015763524246189587,0.02608674731070939,0.27460945071407916
strength_matched_random,E1_strength_matched,20260810,20300815,1,13966,0.02968668207261297,0.057460040353042266,0.054186373287653425,0.051051730627347545,0.04512652512175186,0.13812871112619748,0.0504685641224956,0.8678720568749491,0.9470337496905344,0.0015763524246193126,0.026397840905625265,0.2701640441765376
strength_matched_random,E1_strength_matched,20260810,20300816,1,13966,0.02968668207261297,0.057460040353042266,0.06033610158954694,0.0477127021748421,0.0473650478893887,0.1380440149524547,0.03722632036106532,0.8480954758036882,0.942513551354007,0.0015763524246191478,0.028102782356243073,0.28694606247919285
strength_matched_random,E1_strength_matched,20260810,20300817,1,13966,0.02968668207261297,0.057460040353042266,0.051641656841656496,0.0710806228330832,0.06620195128525848,0.1368103316377039,0.05906274943915248,0.8492577437778566,0.941060271435617,0.0015763524246189796,0.029094394275523967,0.28863986410736087
strength_matched_random,E1_strength_matched,20260810,20300818,1,13966,0.02968668207261297,0.057460040353042266,0.06447572349664005,0.08235065512566388,0.07711931090164421,0.13737826881414816,0.034266444153664706,0.8676762213610768,0.949029323663068,0.001576352424619086,0.025038494003722156,0.2633066645551917
strength_matched_random,E1_strength_matched,20260810,20300819,1,13966,0.02968668207261297,0.057460040353042266,0.0480927408930403,0.0614411564626573,0.055483210741413165,0.13641283847045327,0.050252348327352835,0.8464396960712511,0.9464346761206528,0.001576352424618362,0.026367432174689946,0.2705702722315288
strength_matched_random,E1_strength_matched,20260810,20300810,2,21209,0.029692002403055324,0.058356300282276466,0.05741746166804623,0.09497723204070802,0.08929456332758921,0.07420393003826549,0.042859218780744564,0.9004972097192417,0.9598641697459357,0.0018942755418485478,0.01956876642246804,0.20741717596282383
strength_matched_random,E1_strength_matched,20260810,20300811,2,21209,0.029692002403055324,0.058356300282276466,0.05968006112280553,0.07770635477950875,0.07259830751837903,0.07506460103480089,0.054066925300679046,0.9168962156600139,0.9611249665585173,0.0018942755418491276,0.018999327681318297,0.2069345808687308
strength_matched_random,E1_strength_matched,20260810,20300812,2,21209,0.029692002403055324,0.058356300282276466,0.05470025432808698,0.08239010736813296,0.07619914740347222,0.07529712424964374,0.05776427219745667,0.9131506248410237,0.9609093505034203,0.0018942755418494433,0.018985488613127655,0.20013459526078986
strength_matched_random,E1_strength_matched,20260810,20300813,2,21209,0.029692002403055324,0.058356300282276466,0.055849355807161216,0.06430037579487642,0.06887113588953774,0.07407168694596963,0.05005598402430366,0.8951180746314713,0.9597218382541215,0.0018942755418486835,0.01968612320140619,0.20534463675341938
strength_matched_random,E1_strength_matched,20260810,20300814,2,21209,0.029692002403055324,0.058356300282276466,0.051325784567950394,0.07657699402871361,0.07930736250479671,0.0739043389273682,0.04754249362215604,0.9203814987969328,0.9596838893989629,0.0018942755418479677,0.01978940772469124,0.2119856236557854
strength_matched_random,E1_strength_matched,20260810,20300815,2,21209,0.029692002403055324,0.058356300282276466,0.05347818867599284,0.06095171834785637,0.061873692292813455,0.07340291768786207,0.05616853043791239,0.9019643182141479,0.9613632414038037,0.001894275541847275,0.01903552891886412,0.20425621119610188
strength_matched_random,E1_strength_matched,20260810,20300816,2,21209,0.029692002403055324,0.058356300282276466,0.058119930854207094,0.07438100443586425,0.07269198945110851,0.07431317899885824,0.06866729656868854,0.8881609765113694,0.9593099536760439,0.0018942755418482776,0.019859798930283477,0.20912533338050246
strength_matched_random,E1_strength_matched,20260810,20300817,2,21209,0.029692002403055324,0.058356300282276466,0.04838784069278686,0.0963332873280409,0.09128924487499478,0.07541817525094698,0.053527579253712175,0.867335132392651,0.9521543823787454,0.0018942755418482529,0.023274262713824108,0.2225717252339139
strength_matched_random,E1_strength_matched,20260810,20300818,2,21209,0.029692002403055324,0.058356300282276466,0.06372179197998232,0.10132599871080565,0.09757242535467481,0.07497507519953621,0.03948331435822267,0.910847881726602,0.9630841075257377,0.0018942755418477225,0.01802234525625481,0.1950443279202682
strength_matched_random,E1_strength_matched,20260810,20300819,2,21209,0.029692002403055324,0.058356300282276466,0.04862827572435029,0.07209560673125036,0.07317596471274194,0.07481304713146834,0.07569254523217771,0.9063296099569997,0.9596336665572313,0.0018942755418487368,0.01973161461353444,0.2096138296647898
strength_matched_random,E1_strength_matched,20260810,20300810,3,8904,0.029421724336534567,0.057039372223824714,0.05704709704612512,0.07630024877025342,0.07133646818262675,0.06306330801927366,0.03141065525891188,0.883773951687508,0.9553122789872239,0.001836223828588571,0.021879061733229743,0.22994258777474158
strength_matched_random,E1_strength_matched,20260810,20300811,3,8904,0.029421724336534567,0.057039372223824714,0.057648080540149096,0.06239987606242512,0.05174999328760105,0.06418611776616735,0.0465617068743825,0.892228032816762,0.9545431044690694,0.0018361909943135839,0.02209771522115097,0.23014919651573246
strength_matched_random,E1_strength_matched,20260810,20300812,3,8904,0.029421724336534567,0.057039372223824714,0.057425272480413646,0.07137777039804322,0.06020405977282534,0.06341863256466124,0.05874541484634871,0.887837894120632,0.9579234357262341,0.0018361558626853601,0.02053502663505525,0.22367975848677263
strength_matched_random,E1_strength_matched,20260810,20300813,3,8904,0.029421724336534567,0.057039372223824714,0.0520654816804308,0.07523444523237882,0.06917177132157176,0.06281256866698451,0.035775406450832596,0.8790624512863529,0.9548764198353128,0.001836123836695736,0.022094616057531963,0.23241399951694808
strength_matched_random,E1_strength_matched,20260810,20300814,3,8904,0.029421724336534567,0.057039372223824714,0.050407261136843545,0.0779729997559679,0.06754333535082842,0.06400680458858786,0.035102366445141316,0.8908880144759806,0.9567468555869558,0.0018362142820865187,0.021251105220637407,0.23207663689304522
strength_matched_random,E1_strength_matched,20260810,20300815,3,8904,0.029421724336534567,0.057039372223824714,0.04772007366333068,0.06074975857195619,0.054389637371700696,0.06350648491361652,0.036456338399959785,0.9189721269866197,0.9653389363726401,0.0018361719195555473,0.017087287007238244,0.20778270603078958
strength_matched_random,E1_strength_matched,20260810,20300816,3,8904,0.029421724336534567,0.057039372223824714,0.058089389291233556,0.06631638804791623,0.058277128602440116,0.06378117497368416,0.0367515600168985,0.8920069240456177,0.9559713110790561,0.0018361082904060828,0.021537293191645948,0.22758291093996857
strength_matched_random,E1_strength_matched,20260810,20300817,3,8904,0.029421724336534567,0.057039372223824714,0.05379508327669014,0.07375082742804064,0.06706717742181706,0.0648484600737454,0.039844697374295635,0.8973975432974277,0.957349378439275,0.001836164755119105,0.021240203131762423,0.22555522325051874
strength_matched_random,E1_strength_matched,20260810,20300818,3,8904,0.029421724336534567,0.057039372223824714,0.059922325281900314,0.07412248596274304,0.0741993475805227,0.06297080829357006,0.03693624314488774,0.898991236079883,0.9606856093528359,0.0018362177843828907,0.019155867155057037,0.21251847743595992
strength_matched_random,E1_strength_matched,20260810,20300819,3,8904,0.029421724336534567,0.057039372223824714,0.05088159316723217,0.059142449769258164,0.05710111433031092,0.06289243680490228,0.05607043533088909,0.8822670362229614,0.9573539153595718,0.0018361376215337195,0.020809523689423636,0.21796718832767836
strength_matched_random,E1_strength_matched,20260810,20300810,4,7188,0.02970767456113266,0.05827893879910935,0.056196822294510965,0.07401549255867342,0.07708949710588547,0.07683643691753489,0.05198193949773986,0.890724134405601,0.9566219937000152,0.0011003004987376619,0.02173420558868628,0.23589413734384346
strength_matched_random,E1_strength_matched,20260810,20300811,4,7188,0.02970767456113266,0.05827893879910935,0.056434380542151705,0.06289522354569184,0.05242684792422057,0.07697359321901553,0.055574109667102085,0.8948516177766599,0.9550114816052476,0.0011003744503128917,0.02226304602561751,0.2448801629331606
strength_matched_random,E1_strength_matched,20260810,20300812,4,7188,0.02970767456113266,0.05827893879910935,0.057878577863912636,0.06273205213930023,0.058595278776018105,0.07743995668852417,0.07291316305501522,0.8900122612364838,0.9513842395965177,0.0011002896373726993,0.024156148865331368,0.2507672737122227
strength_matched_random,E1_strength_matched,20260810,20300813,4,7188,0.02970767456113266,0.05827893879910935,0.0539052642809522,0.07404073502760884,0.06922269343837056,0.07591444924034996,0.05081195198482171,0.8824147241349732,0.9534762865891677,0.0011002992658062376,0.023118700707357408,0.24381305568298384
strength_matched_random,E1_strength_matched,20260810,20300814,4,7188,0.02970767456113266,0.05827893879910935,0.04838052414839614,0.05223988968672782,0.05436729287491687,0.0775051242485966,0.0430418550679219,0.8959088293938311,0.9533250526853644,0.0011003727606073363,0.023444787437278146,0.25625901705496723
strength_matched_random,E1_strength_matched,20260810,20300815,4,7188,0.02970767456113266,0.05827893879910935,0.05930507761801147,0.04900259970124216,0.046570264256932115,0.07638257891450383,0.061180992602126845,0.8764297054495889,0.9502370891725163,0.0011003590882271153,0.025054202444392593,0.2504956793507359
strength_matched_random,E1_strength_matched,20260810,20300816,4,7188,0.02970767456113266,0.05827893879910935,0.0576249219513593,0.06210992784982781,0.058179505217479,0.07640197355808212,0.03593106963401798,0.875189841850456,0.9532894768902592,0.001100262572780588,0.023456728429761653,0.24382223971823858
strength_matched_random,E1_strength_matched,20260810,20300817,4,7188,0.02970767456113266,0.05827893879910935,0.047438345903645616,0.08102988397616862,0.07242419603714732,0.07641425191576379,0.06554425115827105,0.8629007552477634,0.9489105762965586,0.0011003231600850726,0.025741188912727964,0.2546923213094613
strength_matched_random,E1_strength_matched,20260810,20300818,4,7188,0.02970767456113266,0.05827893879910935,0.06285706162960361,0.090194430982376,0.07910248691574456,0.07726951168961893,0.052859839621636144,0.8963446132183268,0.9561792772394447,0.0011003379901583174,0.02181058575120432,0.23252888311450057
strength_matched_random,E1_strength_matched,20260810,20300819,4,7188,0.02970767456113266,0.05827893879910935,0.04626000639294443,0.06624265261928113,0.0638439601553536,0.0778193635992638,0.05918968345360137,0.8938656331391484,0.9530046562243651,0.0011002969035203737,0.023342947211660865,0.24583703803308127
joint_matched_random,E2_joint_matched,20260810,20300810,0,8904,0.029421724336534567,0.057039372223824714,0.05704709704612512,0.07630024877025342,0.07133646818262675,0.06306330801927366,0.03141065525891188,0.883773951687508,0.9553122789872239,0.001836223828588571,0.021879061733229743,0.22994258777474158
joint_matched_random,E2_joint_matched,20260810,20300811,0,8904,0.029421724336534567,0.057039372223824714,0.057648080540149096,0.06239987606242512,0.05174999328760105,0.06418611776616735,0.0465617068743825,0.892228032816762,0.9545431044690694,0.0018361909943135839,0.02209771522115097,0.23014919651573246
joint_matched_random,E2_joint_matched,20260810,20300812,0,8904,0.029421724336534567,0.057039372223824714,0.057425272480413646,0.07137777039804322,0.06020405977282534,0.06341863256466124,0.05874541484634871,0.887837894120632,0.9579234357262341,0.0018361558626853601,0.02053502663505525,0.22367975848677263
joint_matched_random,E2_joint_matched,20260810,20300813,0,8904,0.029421724336534567,0.057039372223824714,0.0520654816804308,0.07523444523237882,0.06917177132157176,0.06281256866698451,0.035775406450832596,0.8790624512863529,0.9548764198353128,0.001836123836695736,0.022094616057531963,0.23241399951694808
joint_matched_random,E2_joint_matched,20260810,20300814,0,8904,0.029421724336534567,0.057039372223824714,0.050407261136843545,0.0779729997559679,0.06754333535082842,0.06400680458858786,0.035102366445141316,0.8908880144759806,0.9567468555869558,0.0018362142820865187,0.021251105220637407,0.23207663689304522
joint_matched_random,E2_joint_matched,20260810,20300815,0,8904,0.029421724336534567,0.057039372223824714,0.04772007366333068,0.06074975857195619,0.054389637371700696,0.06350648491361652,0.036456338399959785,0.9189721269866197,0.9653389363726401,0.0018361719195555473,0.017087287007238244,0.20778270603078958
joint_matched_random,E2_joint_matched,20260810,20300816,0,8904,0.029421724336534567,0.057039372223824714,0.058089389291233556,0.06631638804791623,0.058277128602440116,0.06378117497368416,0.0367515600168985,0.8920069240456177,0.9559713110790561,0.0018361082904060828,0.021537293191645948,0.22758291093996857
joint_matched_random,E2_joint_matched,20260810,20300817,0,8904,0.029421724336534567,0.057039372223824714,0.05379508327669014,0.07375082742804064,0.06706717742181706,0.0648484600737454,0.039844697374295635,0.8973975432974277,0.957349378439275,0.001836164755119105,0.021240203131762423,0.22555522325051874
joint_matched_random,E2_joint_matched,20260810,20300818,0,8904,0.029421724336534567,0.057039372223824714,0.059922325281900314,0.07412248596274304,0.0741993475805227,0.06297080829357006,0.03693624314488774,0.898991236079883,0.9606856093528359,0.0018362177843828907,0.019155867155057037,0.21251847743595992
joint_matched_random,E2_joint_matched,20260810,20300819,0,8904,0.029421724336534567,0.057039372223824714,0.05088159316723217,0.059142449769258164,0.05710111433031092,0.06289243680490228,0.05607043533088909,0.8822670362229614,0.9573539153595718,0.0018361376215337195,0.020809523689423636,0.21796718832767836
joint_matched_random,E2_joint_matched,20260810,20300810,1,6878,0.029631498569217284,0.05864171611670308,0.05680704966083631,0.06949296870032234,0.0756462747113297,0.05317831423041772,0.02450343812019798,0.8816204797042109,0.9556247830743283,0.001477227493364225,0.021663444589835892,0.23253270663331982
joint_matched_random,E2_joint_matched,20260810,20300811,1,6878,0.029631498569217284,0.05864171611670308,0.058452114961476814,0.05807036786525031,0.05166022052099504,0.053414549084920916,0.04109088364675806,0.8832862947777076,0.9536384434582865,0.001477227493364266,0.02279630204780523,0.23819785987671702
joint_matched_random,E2_joint_matched,20260810,20300812,1,6878,0.029631498569217284,0.05864171611670308,0.055377096990797806,0.06690144041710479,0.061449346535426795,0.05328117980895532,0.06324661938999733,0.8772660378767893,0.9502621010112697,0.0014772274933642347,0.024132432948619543,0.24446005910699445
joint_matched_random,E2_joint_matched,20260810,20300813,1,6878,0.029631498569217284,0.05864171611670308,0.05786395567158202,0.09627676410397736,0.08579341910393629,0.054067695669999034,0.036024205637977626,0.8939177648766061,0.9553756609221962,0.0014772274933641833,0.021336428821668873,0.227736529527271
joint_matched_random,E2_joint_matched,20260810,20300814,1,6878,0.029631498569217284,0.05864171611670308,0.05172506282979278,0.06419105403814214,0.06282191604212173,0.0546804067604196,0.04197256652796819,0.899880146636461,0.9580893867085267,0.0014772274933643238,0.020247445875592726,0.22921676108538885
joint_matched_random,E2_joint_matched,20260810,20300815,1,6878,0.029631498569217284,0.05864171611670308,0.05726752591938088,0.06155964386399144,0.055440210237289934,0.053901373066664475,0.05522749311796773,0.8986232308606481,0.9572359686319103,0.0014772274933642867,0.020294308576563082,0.21779292359307387
joint_matched_random,E2_joint_matched,20260810,20300816,1,6878,0.029631498569217284,0.05864171611670308,0.06224278484854343,0.05504297475368555,0.0520894439763478,0.053805533209248795,0.0395330734490712,0.8766859863228197,0.9492244381081058,0.0014772274933643227,0.02454693127764672,0.2467940483324426
joint_matched_random,E2_joint_matched,20260810,20300817,1,6878,0.029631498569217284,0.05864171611670308,0.04902432817607317,0.05745617725753021,0.057972939302665165,0.05419269092638794,0.052671204145902574,0.8724808002354482,0.9530983158145949,0.0014772274933641874,0.02282297223421598,0.23729761806100286
joint_matched_random,E2_joint_matched,20260810,20300818,1,6878,0.029631498569217284,0.05864171611670308,0.06088498255669563,0.06856366884063857,0.06441359950033852,0.053625734003488766,0.03419958680596591,0.8929828873595558,0.9567517547848944,0.0014772274933643262,0.02066508479846336,0.22238152397708824
joint_matched_random,E2_joint_matched,20260810,20300819,1,6878,0.029631498569217284,0.05864171611670308,0.047437702864481,0.05287811829761819,0.050694835878579904,0.05397557975375183,0.05393356605656833,0.8853140777941038,0.9527178260096422,0.0014772274933643609,0.023009444386065038,0.23641422032413054
joint_matched_random,E2_joint_matched,20260810,20300810,2,30407,0.030434381380389043,0.058805889934901705,0.05556466664438831,0.05221515997561099,0.06298799944844392,0.10237101189293588,0.03628349389067531,0.8851599128865446,0.9598313774125042,0.0014768403444794063,0.019598084430717165,0.20552852265377958
joint_matched_random,E2_joint_matched,20260810,20300811,2,30407,0.030434381380389043,0.058805889934901705,0.056840070976778206,0.07135384936533794,0.08155790574751177,0.10351397978309865,0.06719562687126947,0.8862332110920396,0.9586984324787184,0.001476840344479446,0.020056987588952017,0.20485757319651668
joint_matched_random,E2_joint_matched,20260810,20300812,2,30407,0.030434381380389043,0.058805889934901705,0.057742273938746994,0.07789582793264126,0.08929630184152836,0.10251479468329269,0.039523683062399284,0.8804406835523894,0.9581159124080972,0.0014768403444792304,0.020454295668086986,0.20739317890449635
joint_matched_random,E2_joint_matched,20260810,20300813,2,30407,0.030434381380389043,0.058805889934901705,0.053062273763949924,0.09940963826220091,0.10537754136916892,0.10385329040619071,0.04658691100033439,0.8972960048294808,0.9606538592336971,0.0014768403444795283,0.019368756789304338,0.2043143971175708
joint_matched_random,E2_joint_matched,20260810,20300814,2,30407,0.030434381380389043,0.058805889934901705,0.05147229282474025,0.0805823583999528,0.09116666650805028,0.10311726392079332,0.04799348562404789,0.8940435328727139,0.9629613915875648,0.0014768403444797456,0.018281748001428347,0.20298897457670284
joint_matched_random,E2_joint_matched,20260810,20300815,2,30407,0.030434381380389043,0.058805889934901705,0.053827515628915704,0.07401208546564632,0.08148637066600904,0.10359001482681061,0.03509241160868969,0.9130018206360101,0.9630169033358703,0.001476840344479852,0.01838485966192227,0.19872283304624333
joint_matched_random,E2_joint_matched,20260810,20300816,2,30407,0.030434381380389043,0.058805889934901705,0.05824244863124112,0.07185431226936467,0.08105954835379357,0.10231747486188104,0.03748636546111695,0.8910506041448893,0.9561432948367088,0.0014768403444799121,0.0213712019982061,0.2181167715229495
joint_matched_random,E2_joint_matched,20260810,20300817,2,30407,0.030434381380389043,0.058805889934901705,0.05186214290098186,0.07144744123639218,0.08086756837155423,0.1023400999928606,0.05202174750988688,0.9095410074616392,0.9634629400585688,0.0014768403444796172,0.017967730825212535,0.1958520427759982
joint_matched_random,E2_joint_matched,20260810,20300818,2,30407,0.030434381380389043,0.058805889934901705,0.06169418850027207,0.08834604751955948,0.09928594399069351,0.10188963356352969,0.06345792865221717,0.8984966512177878,0.9621385925369674,0.0014768403444798844,0.018501816730576277,0.19445884353263418
joint_matched_random,E2_joint_matched,20260810,20300819,2,30407,0.030434381380389043,0.058805889934901705,0.04776347623285325,0.07350826517904833,0.07987839036528609,0.10283798462767171,0.0329216222014918,0.8881366701044592,0.9598643962341938,0.0014768403444793733,0.019742251940861464,0.19908321395217127
joint_matched_random,E2_joint_matched,20260810,20300810,3,3398,0.030602932993190467,0.06059325536856204,0.05778143814488106,0.08526818995107015,0.08260786968401625,0.054560695637932824,0.036076500690397126,0.8599178882438672,0.9483156865433127,0.0017425667055576432,0.02457113938334047,0.2476942117155087
joint_matched_random,E2_joint_matched,20260810,20300811,3,3398,0.030602932993190467,0.06059325536856204,0.05790571245573177,0.06258344269405525,0.050332084450717275,0.05558416657662682,0.040916413746855194,0.8881345979344546,0.9493927315579566,0.001742566705558377,0.024074654864737623,0.24861487155929085
joint_matched_random,E2_joint_matched,20260810,20300812,3,3398,0.030602932993190467,0.06059325536856204,0.059223145796658466,0.07073100190228582,0.060613066702753994,0.055051680154785634,0.06725732410733791,0.8700668872510774,0.9461703763284668,0.0017425667055586125,0.025491309119464678,0.2524739074300104
joint_matched_random,E2_joint_matched,20260810,20300813,3,3398,0.030602932993190467,0.06059325536856204,0.05629670244134574,0.06639120332718781,0.06789740831790746,0.054356754196558756,0.031573432858974126,0.8711286755880099,0.9499275703431145,0.0017425667055577902,0.02333939501456222,0.2410312815369763
joint_matched_random,E2_joint_matched,20260810,20300814,3,3398,0.030602932993190467,0.06059325536856204,0.051938179596070846,0.06398797965826959,0.06018880356481724,0.05471260377232503,0.03527319672201223,0.8860311402348439,0.9493596351588511,0.0017425667055571401,0.023890925892478033,0.24891805477031928
joint_matched_random,E2_joint_matched,20260810,20300815,3,3398,0.030602932993190467,0.06059325536856204,0.05323984054570375,0.05295955173808764,0.04947543098104729,0.05452650057562533,0.04680676078506324,0.8828712132668202,0.9525640775929934,0.0017425667055561717,0.02197471708846172,0.226240189599213
joint_matched_random,E2_joint_matched,20260810,20300816,3,3398,0.030602932993190467,0.06059325536856204,0.05889467518378029,0.06132633524859357,0.05533273032112703,0.054140511294848655,0.03213054029433561,0.8524191681769965,0.9442388776209671,0.00174256670555753,0.026843514736942964,0.26271259003110203
joint_matched_random,E2_joint_matched,20260810,20300817,3,3398,0.030602932993190467,0.06059325536856204,0.04770622503365322,0.08029738241246874,0.07098841472720456,0.05536485288820268,0.04905452795182578,0.8347690252456631,0.9383432376089809,0.0017425667055572872,0.028838395736765686,0.26451912453730464
joint_matched_random,E2_joint_matched,20260810,20300818,3,3398,0.030602932993190467,0.06059325536856204,0.06109058519360355,0.08234252014401351,0.07097296594474013,0.05432866538323161,0.04289969794525956,0.882769392676893,0.9522945185269146,0.001742566705556925,0.02251150460662959,0.23513721178329744
joint_matched_random,E2_joint_matched,20260810,20300819,3,3398,0.030602932993190467,0.06059325536856204,0.04767019740136452,0.06428001178917542,0.06123181174826828,0.05500896180394216,0.06844389909376729,0.8699823784286401,0.947582820512544,0.0017425667055580248,0.024947256354072325,0.2518057125776292
joint_matched_random,E2_joint_matched,20260810,20300810,4,5607,0.02937210587377577,0.05640214333586333,0.058882388529228426,0.07245047915630984,0.06743261261821872,0.05672600276077279,0.042943911043555105,0.8772419480210047,0.9509724569726548,0.0016106976437552875,0.02282297788550234,0.23897657415489001
joint_matched_random,E2_joint_matched,20260810,20300811,4,5607,0.02937210587377577,0.05640214333586333,0.0583016960132467,0.05713611433578208,0.062282808274670025,0.05833556975725447,0.06288820148372774,0.8651299495595759,0.9479232668515355,0.0016106976437553974,0.024263955221009402,0.2474868315524621
joint_matched_random,E2_joint_matched,20260810,20300812,4,5607,0.02937210587377577,0.05640214333586333,0.057821780067997916,0.06619844527270248,0.06696227134339745,0.05891436475416494,0.06344503921300494,0.8814615978847543,0.9543158381728152,0.0016106976437555269,0.021107507840160265,0.22620855702865442
joint_matched_random,E2_joint_matched,20260810,20300813,4,5607,0.02937210587377577,0.05640214333586333,0.05098218608266351,0.06669988390155458,0.06328289166465617,0.058450731835727326,0.048159490444160076,0.8514931537348043,0.9457070606991108,0.0016106976437553493,0.025107373675928968,0.2500896498746661
joint_matched_random,E2_joint_matched,20260810,20300814,4,5607,0.02937210587377577,0.05640214333586333,0.049433481596955625,0.06938164131589881,0.0674599620266124,0.05885605594753553,0.04124114486939202,0.8761323376268225,0.951079759555108,0.0016106976437550678,0.023008875210975145,0.24520746274049382
joint_matched_random,E2_joint_matched,20260810,20300815,4,5607,0.02937210587377577,0.05640214333586333,0.05220449742460219,0.053679197035806515,0.057251852960398385,0.058992801072704715,0.03786095291616265,0.8870974262719928,0.9569393349376376,0.0016106976437550088,0.020293429512225906,0.22706235899933294
joint_matched_random,E2_joint_matched,20260810,20300816,4,5607,0.02937210587377577,0.05640214333586333,0.05833511020555787,0.06023041284282995,0.06313763401172841,0.05967718661370243,0.03101126200978584,0.8774700918458493,0.952554648406782,0.0016106976437551671,0.022047056324579425,0.23530939156611952
joint_matched_random,E2_joint_matched,20260810,20300817,4,5607,0.02937210587377577,0.05640214333586333,0.052738829220801135,0.05721206533413197,0.05778647680125281,0.059772234077591704,0.04579550300521753,0.8819206527396266,0.9541930413276924,0.0016106976437552274,0.02132932530965458,0.2287263442687783
joint_matched_random,E2_joint_matched,20260810,20300818,4,5607,0.02937210587377577,0.05640214333586333,0.061737477397654165,0.07694041157571517,0.08492679368930445,0.05777803665669814,0.05072599880155976,0.8741439659309589,0.9522476643535434,0.0016106976437549728,0.022437010086120562,0.23842462326005281
