model,parameter_count,normalized_fm_mse,fm_mse_per_pixel,cosine_alignment,predicted_velocity_rms,target_velocity_rms,low_frequency_error_fraction,middle_frequency_error_fraction,high_frequency_error_fraction,maximum_rollout_standardized_phi_error,endpoint_rollout_standardized_phi_error,integrated_raw_field_mmd2,integrated_downsampled_field_mmd2,failed_time_point_count,field_pathology_fraction,local_gate_pass,rollout_gate_pass
v8_control_C,37717,0.19269096346876247,0.007592605426907539,0.8985041292132769,0.17821559108159954,0.19850193351781617,0.3575519198284048,0.3222157052470574,0.03470790518608126,0.8964568300087752,0.37149832220672585,0.00930368760600686,0.004281389992684126,6,0.0,True,False
v9_global_spectral,2364899,0.1578542014132896,0.006219931878149509,0.9177242743777148,0.18385353376443514,0.19850193351781617,0.27984719446746964,0.2665495933411879,0.03827514985249867,1.435500852959005,1.1827440460731178,0.010467765387147665,0.00544284051284194,13,0.0,True,False
