design,theta1_deg,theta2_deg,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,23.384916430742205,67.95178714113146,0.0687360118546043,0.06618573672099662,2.683401837403566,298.4982416695128,0.06581583881174527,314.0578533878718,1.0
law,23.384916430742205,67.95178714113146,0.0687360118546043,0.06618573672099662,2.683401837403566,298.4982416695128,0.06581583881174527,314.0578533878718,1.0
tangent,24.4396105492577,67.28087707534857,0.06876124417721063,0.0661589932739404,2.543703157945659,325.935452417668,0.06580547334688142,343.9159500434665,1.0
full,23.264056370699997,71.72393964602179,0.06898030702140732,0.06636255476138901,3.1203685677996322,268.9293745193896,0.06598731614694221,288.76910271810317,1.0
