theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
22.27317565205972,68.17514990771171,642.9692811909867,300.23230159774624,273.02671183054963,True,49,30,27,11
23.264056370699997,71.72393964602179,692.4951922080618,315.89430738174764,268.9293745193896,True,49,30,27,11
22.807935872940195,67.84972740458109,682.9806621498894,316.85090336032204,286.70113468920863,True,49,30,27,11
22.69355589367215,66.62061449726359,680.4092093703887,317.6848946794903,293.1723304413728,True,49,30,27,11
23.383024190071968,71.7075490655188,703.4531327159973,320.24333336500433,272.16870621631034,True,49,30,27,11
23.086777111831903,69.0608505468599,697.4724315782307,321.0309113219691,284.181565134411,True,49,30,27,11
23.315788098422367,68.01511435621849,719.4463777346302,331.355033911029,296.55387269600794,True,49,30,27,11
23.474708950271513,69.26556115357403,727.3991299000827,332.75286798600763,291.8650530887047,True,49,30,27,11
23.384916430742205,67.95178714113146,724.7756305470618,333.60578213753524,298.4982416695128,True,49,30,27,11
23.408353930742205,67.95178714113146,726.5262363338254,334.31374178191294,299.01745624157616,True,49,30,27,11
24.4396105492577,67.28087707534857,803.7828564793465,366.73901736563204,325.935452417668,True,49,30,27,11
