design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0675885358927257, 0.3759707418475604, 0.44861836240292513, 0.76, 1.76, 0.24, 0.24906625268419227, 0.5755235242247204]","[[1.0675885358927257, 0.3759707418475604], [0.44861836240292513, 0.76], [1.76, 0.24], [0.24906625268419227, 0.5755235242247204]]",0.03778561503623047,0.038364152655906265,0.4541151597172841,3.984529982847041,0.03839408907445001,3.8657955069409407,1.0
law,"[1.0782153023559102, 0.3742315834062829, 0.4790855490625159, 0.76, 1.76, 0.24, 0.2539522671147949, 0.6011085631099622]","[[1.0782153023559102, 0.3742315834062829], [0.4790855490625159, 0.76], [1.76, 0.24], [0.2539522671147949, 0.6011085631099622]]",0.037994448450924055,0.038322623329535094,0.4505806445970186,3.551281870353779,0.038330575976474365,3.4507047169077385,1.0
tangent,"[0.2954644526877202, 0.7578269166599838, 1.2132783963996214, 0.49976472365973945, 1.0014901159022955, 0.38343020932900107, 0.622711005760311, 0.32041809684778894]","[[0.2954644526877202, 0.7578269166599838], [1.2132783963996214, 0.49976472365973945], [1.0014901159022955, 0.38343020932900107], [0.622711005760311, 0.32041809684778894]]",0.054712908138256196,0.05435721069201281,0.17858768246009107,3.839482028370938,0.05443290080352727,3.843512028855003,1.0
full,"[0.4409331194268675, 0.4275417544183038, 1.6857386599090753, 0.3839449956253396, 0.6346780557440335, 0.6066856016591174, 1.6541940393918804, 0.7556416057370553]","[[0.4409331194268675, 0.4275417544183038], [1.6857386599090753, 0.3839449956253396], [0.6346780557440335, 0.6066856016591174], [1.6541940393918804, 0.7556416057370553]]",0.05586972852822772,0.05497563921732704,0.17980417772015736,1.5126602819770658,0.05482289688590092,1.5822743282212466,1.0
