design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0677735876295482, 0.3888497650780996, 0.44663968502596, 0.76, 1.76, 0.24, 0.25441635922828076, 0.5769221025462452]","[[1.0677735876295482, 0.3888497650780996], [0.44663968502596, 0.76], [1.76, 0.24], [0.25441635922828076, 0.5769221025462452]]",0.037739283701708176,inf,inf,inf,0.03810011485061344,3.4246004150973914,0.03125
law,"[0.6540677838278895, 0.24, 1.1197277611642917, 0.4604207187574121, 0.24, 0.6080423525096899, 1.76, 0.76]","[[0.6540677838278895, 0.24], [1.1197277611642917, 0.4604207187574121], [0.24, 0.6080423525096899], [1.76, 0.76]]",0.0415664053825085,0.04114964634741669,0.3468979126559291,5.55056174171305,0.04090991229070911,5.316723121276185,0.9375
tangent,"[0.632376040104872, 0.24, 1.106177490932615, 0.48212338978526575, 0.3708524169194164, 0.6882606603459421, 1.76, 0.76]","[[0.632376040104872, 0.24], [1.106177490932615, 0.48212338978526575], [0.3708524169194164, 0.6882606603459421], [1.76, 0.76]]",0.045185477854776536,0.04395806142441837,0.2566964418374105,4.18958936624423,0.04370059419957188,3.9870628787328357,0.953125
full,"[0.528983731746604, 0.3564918731226783, 1.03587580560999, 0.4552358513312164, 0.24, 0.4898168712860564, 1.6900950021139522, 0.76]","[[0.528983731746604, 0.3564918731226783], [1.03587580560999, 0.4552358513312164], [0.24, 0.4898168712860564], [1.6900950021139522, 0.76]]",0.04433511402949036,0.04510164895595324,0.33164915944645135,1.9034973015887147,0.044927303187917406,1.9048509640119424,0.984375
